Stock Index,Stock Price
AD2272,708.04785
AD2273,740.31335
AD2274,188.42323
AD2275,123.79903
AD2276,661.414
AD2277,462.73883
AD2278,409.92633
AD2279,1896.2587
AD2280,905.64734
AD2281,183.21678
AD2282,1583.7516
AD2283,92.04411
AD2284,350.74463
AD2285,410.53183
AD2286,940.12274
AD2287,542.99054
AD2288,474.9742
AD2289,862.47766
AD2290,490.47488
AD2291,195.94313
AD2292,899.65344
AD2293,230.4889
AD2294,694.1761
AD2295,151.06013
AD2296,69.5406
AD2297,813.49976
AD2298,135.85033
AD2299,1249.4142
AD2300,861.801
AD2301,246.07082
AD2302,229.67851
AD2303,497.34863
AD2304,1032.9738
AD2305,964.0561
AD2306,504.61014
AD2307,1421.6313
AD2308,231.4398
AD2309,264.03622
AD2310,1220.4434
AD2311,861.70654
AD2312,435.06827
AD2313,371.11798
AD2314,756.2456
AD2315,735.26685
AD2316,1085.8989
AD2317,590.6276
AD2318,125.42134
AD2319,454.02512
AD2320,886.4453
AD2321,780.7022
AD2322,717.7412
AD2323,228.40504
AD2324,138.42738
AD2325,247.27477
AD2326,890.28937
AD2327,431.39194
AD2328,448.72687
AD2329,452.65823
AD2330,147.1711
AD2331,147.30687
AD2332,329.19333
AD2333,187.91585
AD2334,59.91237
AD2335,144.18547
AD2336,1254.856
AD2337,119.80388
AD2338,146.05888
AD2339,918.9029
AD2340,140.27477
AD2341,473.44034
AD2342,553.17615
AD2343,1460.3059
AD2344,321.34317
AD2345,999.1446
AD2346,249.09395
AD2347,460.39752
AD2348,138.98622
AD2349,568.5653
AD2350,1150.3856
AD2351,650.12335
AD2352,1381.109
AD2353,94.38951
AD2354,147.48811
AD2355,38.629745
AD2356,653.09375
AD2357,128.51326
AD2358,148.97508
AD2359,584.5213
AD2360,1161.1353
AD2361,182.89915
AD2362,518.01184
AD2363,376.0685
AD2364,70.74318
AD2365,164.8008
AD2366,215.14882
AD2367,745.77313
AD2368,108.717545
AD2369,300.6141
AD2370,93.770035
AD2371,120.065445
AD2372,922.5126
AD2373,77.56477
AD2374,326.32358
AD2375,219.459
AD2376,536.455
AD2377,815.8936
AD2378,305.4878
AD2379,39.529648
AD2380,357.77243
AD2381,210.571
AD2382,11.649034
AD2383,293.47055
AD2384,588.49274
AD2385,621.51544
AD2386,558.0717
AD2387,542.9457
AD2388,693.8913
AD2389,197.54378
AD2390,660.2246
AD2391,1263.477
AD2392,172.0819
AD2393,169.25346
AD2394,176.93126
AD2395,175.62828
AD2396,171.50725
AD2397,174.28328
AD2398,169.83858
AD2399,163.77873
AD2400,175.19444
AD2401,171.62282
AD2402,178.62941
AD2403,178.45656
AD2404,175.07741
AD2405,169.6166
AD2406,172.95573
AD2407,165.36824
AD2408,175.34459
AD2409,172.24294
AD2410,184.3181
AD2411,282.22058
AD2412,620.1447
AD2413,379.1824
AD2414,1681.4673
AD2415,690.15704
AD2416,276.34445
AD2417,471.36487
AD2418,1014.38477
AD2419,580.13354
AD2420,619.3438
AD2421,1016.5847
AD2422,387.06262
AD2423,410.39722
AD2424,440.90042
AD2425,179.71806
AD2426,694.70935
AD2427,222.44075
AD2428,763.2246
AD2429,437.25882
AD2430,461.96783
AD2431,968.6817
AD2432,651.546
AD2433,60.23613
AD2434,994.1298
AD2435,1736.8729
AD2436,602.41986
AD2437,1204.0979
AD2438,157.6161
AD2439,123.46431
AD2440,443.6085
AD2441,1237.6339
AD2442,268.34647
AD2443,118.7267
AD2444,506.08682
AD2445,163.8095
AD2446,112.1089
AD2447,794.6173
AD2448,565.40155
AD2449,792.48676
AD2450,737.8003
AD2451,369.85278
AD2452,1544.4498
AD2453,757.73364
AD2454,248.82115
AD2455,135.48213
AD2456,226.24174
AD2457,584.0375
AD2458,1186.7777
AD2459,326.84293
AD2460,100.74037
AD2461,232.10121
AD2462,312.27115
AD2463,686.97766
AD2464,151.5706
AD2465,359.35397
AD2466,301.53656
AD2467,1519.4913
AD2468,557.36365
AD2469,893.8829
AD2470,637.07697
AD2471,179.0356
AD2472,137.01738
AD2473,651.78546
AD2474,81.56572
AD2475,242.623
AD2476,857.7494
AD2477,435.0711
AD2478,77.35536
AD2479,335.8574
AD2480,171.2224
AD2481,638.2731
AD2482,208.28111
AD2483,772.2569
AD2484,66.448715
AD2485,802.24207
AD2486,1577.7319
AD2487,961.9727
AD2488,102.02022
AD2489,1640.1854
AD2490,1450.5039
AD2491,1030.2369
AD2492,598.9426
AD2493,135.98024
AD2494,34.94359
AD2495,324.89923
AD2496,455.36096
AD2497,678.7319
AD2498,211.63158
AD2499,530.41656
AD2500,202.68999
AD2501,654.5013
AD2502,693.3229
AD2503,964.2369
AD2504,1179.3062
AD2505,193.99904
AD2506,681.14777
AD2507,387.15445
AD2508,968.0035
AD2509,140.5829
AD2510,458.6974
AD2511,454.2484
AD2512,549.2404
AD2513,332.15927
AD2514,187.16246
AD2515,228.04335
AD2516,809.15985
AD2517,318.44504
AD2518,739.4464
AD2519,336.81747
AD2520,706.5117
AD2521,169.90501
AD2522,1098.2715
AD2523,1581.1073
AD2524,114.84218
AD2525,1311.2546
AD2526,1589.2711
AD2527,1157.7251
AD2528,626.50195
AD2529,386.2182
AD2530,345.40646
AD2531,402.86234
AD2532,554.5418
AD2533,782.4837
AD2534,864.3371
AD2535,130.38329
AD2536,367.03436
AD2537,1044.3511
AD2538,179.85161
AD2539,32.214584
AD2540,1185.14
AD2541,142.46507
AD2542,1088.3588
AD2543,329.6561
AD2544,1193.602
AD2545,65.819534
AD2546,953.6583
AD2547,874.56476
AD2548,873.00714
AD2549,619.41675
AD2550,417.01868
AD2551,479.8057
AD2552,585.48395
AD2553,98.81587
AD2554,536.1784
AD2555,195.58705
AD2556,122.869156
AD2557,1193.4688
AD2558,554.6879
AD2559,469.57394
AD2560,1355.2563
AD2561,1275.5486
AD2562,917.2091
AD2563,887.4797
AD2564,386.03265
AD2565,1280.1002
AD2566,333.13788
AD2567,1444.0598
AD2568,1456.6989
AD2569,221.91716
AD2570,221.29643
AD2571,449.8857
AD2572,228.47331
AD2573,34.28148
AD2574,173.32854
AD2575,329.55347
AD2576,181.4189
AD2577,916.0698
AD2578,613.5884
AD2579,172.47609
AD2580,396.12433
AD2581,235.43144
AD2582,1084.5061
AD2583,964.56976
AD2584,327.49844
AD2585,297.49686
AD2586,443.11404
AD2587,60.193954
AD2588,894.9958
AD2589,575.12823
AD2590,670.15485
AD2591,563.2037
AD2592,92.41527
AD2593,71.189926
AD2594,769.8724
AD2595,731.3472
AD2596,284.59427
AD2597,282.27695
AD2598,1868.2173
AD2599,728.0531
AD2600,628.27216
AD2601,141.45894
AD2602,345.3802
AD2603,227.04024
AD2604,1011.8462
AD2605,539.3852
AD2606,352.98413
AD2607,684.4289
AD2608,329.1965
AD2609,313.7151
AD2610,1710.6659
AD2611,722.71295
AD2612,249.5048
AD2613,478.46115
AD2614,233.95436
AD2615,23.272936
AD2616,212.4619
AD2617,458.54642
AD2618,420.06528
AD2619,262.14777
AD2620,215.52464
AD2621,962.36926
AD2622,356.4911
AD2623,989.844
AD2624,1121.9093
AD2625,1782.102
AD2626,773.4794
AD2627,798.45013
AD2628,114.91118
AD2629,1375.8479
AD2630,467.09952
AD2631,692.4604
AD2632,207.12785
AD2633,619.9349
AD2634,521.2061
AD2635,124.48802
AD2636,820.38257
AD2637,913.0823
AD2638,104.29491
AD2639,120.896225
AD2640,1290.9717
AD2641,1044.8335
AD2642,1064.6772
AD2643,9.543992
AD2644,164.13585
AD2645,1393.2799
AD2646,773.2225
AD2647,646.1015
AD2648,124.95805
AD2649,1116.807
AD2650,1298.968
AD2651,836.5
AD2652,250.02019
AD2653,1020.524
AD2654,1675.5892
AD2655,155.37242
AD2656,555.09485
AD2657,199.58461
AD2658,889.3966
AD2659,901.2564
AD2660,258.98495
AD2661,642.60297
AD2662,1271.2529
AD2663,1334.3677
AD2664,425.93542
AD2665,103.73494
AD2666,665.0562
AD2667,745.15015
AD2668,1626.1619
AD2669,201.62114
AD2670,140.98149
AD2671,432.47177
AD2672,1000.48395
AD2673,144.96626
AD2674,279.8929
AD2675,484.28925
AD2676,62.46553
AD2677,735.8761
AD2678,148.00233
AD2679,1193.4373
AD2680,632.26935
AD2681,1110.4886
AD2682,321.88644
AD2683,297.87515
AD2684,140.82845
AD2685,163.0725
AD2686,654.2744
AD2687,969.6576
AD2688,1036.7565
AD2689,834.2833
AD2690,219.03743
AD2691,504.394
AD2692,142.66634
AD2693,366.88956
AD2694,1427.1213
AD2695,213.71974
AD2696,164.29811
AD2697,453.30246
AD2698,322.9186
AD2699,85.41789
AD2700,418.13855
AD2701,127.76994
AD2702,556.75806
AD2703,78.15987
AD2704,608.51117
AD2705,1217.6694
AD2706,247.22945
AD2707,201.45442
AD2708,74.53902
AD2709,1152.117
AD2710,1546.1359
AD2711,363.31363
AD2712,803.7841
AD2713,1309.9747
AD2714,359.17892
AD2715,389.66943
AD2716,494.3592
AD2717,1057.319
AD2718,281.95676
AD2719,197.62611
AD2720,1165.3268
AD2721,582.2573
AD2722,303.7479
AD2723,59.869156
AD2724,115.097336
AD2725,466.11182
AD2726,459.75415
AD2727,148.59563
AD2728,178.73738
AD2729,346.7377
AD2730,1475.2285
AD2731,311.5298
AD2732,79.625626
AD2733,1133.147
AD2734,137.22334
AD2735,140.51772
AD2736,146.17186
AD2737,355.34467
AD2738,1304.1465
